TRX_ID,MEMBER_NO,TRANSACTION_DATE,AUTHORIZATION_DATE,MERCHANT_NO,MERCHANT_NAME,CITY_NAME,NATIONAL_CODE,MCC,POS_MODE,PRODUCT_NAME,SETTLEMENT_AMOUNT,SALES_AMOUNT,TRX_TYPE
T00011287,C001304,2024-01-02 08:37:12,2024-01-02 08:37:19,M60902,Hotel 561,ASTANA,KZ,7011,0004 - Installment,1308162001: Prepaid Purchase Transaction(International),98.52,98.67,POS
T00011288,C001121,2024-01-02 08:37:32,2024-01-02 08:39:00,M22335,Transport 381,PAVLODAR,KZ,4111,0710 - Contactless - VSDC chip,1308242001: Transfer Transaction(International),903.18,908.88,POS
T00011289,C000184,2024-01-02 08:37:38,2024-01-02 08:37:41,M47908,Wallet Transfer 903,ROME,IT,6538,0008 - Not used,1308262001: Bill Payment Transaction(International),95436.96,95208.08,POS
T00011290,C000640,2024-01-02 08:37:55,2024-01-02 08:39:20,M54810,P2P Transfer 633,TALDYKORGAN,KZ,6012,0800 - Contactless - Magstripe,1308162001: Prepaid Purchase Transaction(International),554982.29,557783.06,ATM
T00011291,C001183,2024-01-02 08:38:26,2024-01-02 08:38:36,M59105,Dating Service 601,SHYMKENT,KZ,7273,0004 - Installment,1308212001: Refund Transaction(Domestic),30762.2,30558.31,POS
T00011292,C001638,2024-01-02 08:38:34,2024-01-02 08:40:20,M19315,Hotel 456,SHARM EL SHEIKH,EG,7011,0730 - Contactless - VSDC chip,1308172001: Cash Withdrawal Transaction(Domestic),14688.69,14742.02,POS
T00011293,C001548,2024-01-02 08:38:34,2024-01-02 08:38:56,M42391,Jewelry 152,ATYRAU,KZ,5944,0002 - Mail/Phone order,1308232001: Transfer Transaction(Domestic),94372.52,94801.91,POS
T00011294,C000908,2024-01-02 08:38:48,2024-01-02 08:40:38,M17654,Elecrtronics 250,TBILISI,GE,5065,0730 - Contactless - VSDC chip,1308182001: Cash Withdrawal Transaction(International),77926.75,80162.32,POS
T00011295,C000680,2024-01-02 08:38:49,2024-01-02 08:40:05,M88994,Currency Exchange 630,TARAZ,KZ,6051,0005 - Preauthorized,1308142001: Credit Purchase Transaction(International),269620.49,266074.47,ATM
T00011296,C001828,2024-01-02 08:38:55,2024-01-02 08:39:57,M15494,Unknown Merchant,ATYRAU,KZ,6536,MAGNETIC,1308122001: Debit Purchase Transaction(International),177854.51,50789.3,POS
T00011297,C001722,2024-01-02 08:38:58,2024-01-02 08:39:41,M97100,Hotel 749,BISHKEK,KG,7011,0007 - Other,1308232001: Transfer Transaction(Domestic),23369.45,23004.62,POS
T00011298,C001608,2024-01-02 08:39:17,2024-01-02 08:40:11,M31936,Jewelry 595,ASTANA,KZ,5944,0710 - Contactless - VSDC chip,1308152001: Prepaid Purchase Transaction(Domestic),57492.97,57591.34,POS
T00011299,C001807,2024-01-02 08:39:28,2024-01-02 08:39:29,M64077,Pharmacy 336,SHYMKENT,KZ,5912,1000 - Credential on file,1308262001: Bill Payment Transaction(International),3256.52,3235.65,POS
T00011300,C001908,2024-01-02 08:39:30,2024-01-02 08:40:03,M85036,Securities 272,OSAKA,JP,6211,0002 - Mail/Phone order,1308172001: Cash Withdrawal Transaction(Domestic),829859.05,839803.93,POS
T00011301,C001146,2024-01-02 08:39:33,2024-01-02 08:41:18,M14063,ATM Withdrawal,BUKHARA,UZ,6011,0000 - Unknown,1308132001: Credit Purchase Transaction(Domestic),26745.4,26274.03,ATM
T00011302,C001787,2024-01-02 08:39:36,2024-01-02 08:41:01,M31446,Hotel 757,ATYRAU,KZ,7011,0005 - Preauthorized,1308182001: Cash Withdrawal Transaction(International),24996.88,24956.04,POS
T00011303,C000778,2024-01-02 08:39:53,2024-01-02 08:41:41,M61593,Wallet Transfer 834,ALMATY,KZ,6537,1000 - Credential on file,1308152001: Prepaid Purchase Transaction(Domestic),97.27,98.9,POS
T00011304,C000037,2024-01-02 08:40:02,2024-01-02 08:41:57,M46316,Elecrtronics 548,MANCHESTER,GB,5065,1000 - Credential on file,1308132001: Credit Purchase Transaction(Domestic),23181.01,23168.25,ATM
T00011305,C001097,2024-01-02 08:40:12,2024-01-02 08:41:13,M64332,Hotel 654,SEMEY,KZ,7011,0005 - Preauthorized,1308192001: Balance Inquiry Transaction(Domestic),22213.78,22587.67,POS
T00011306,C001778,2024-01-02 08:40:18,2024-01-02 08:42:16,M29357,Digital Service 859,PARIS,FR,4816,0002 - Mail/Phone order,1308112001: Debit Purchase Transaction(Domestic),6942.73,6864.03,POS
T00011307,C000939,2024-01-02 08:40:20,2024-01-02 08:41:15,M33615,Gambling 719,SEMEY,KZ,7995,0003 - Recurring,1308192001: Balance Inquiry Transaction(Domestic),195785.5,195434.34,POS
T00011308,C000960,2024-01-02 08:40:29,2024-01-02 08:40:55,M91204,Digital Service 421,ASTANA,KZ,4816,0710 - Contactless - VSDC chip,1308202001: Balance Inquiry Transaction(International),1347.36,1358.88,WWW
T00011309,C001917,2024-01-02 08:40:30,2024-01-02 08:40:48,M23590,Jewelry 356,FRANKFURT,DE,5944,0006 - Cash,1308182001: Cash Withdrawal Transaction(International),94920.01,95039.41,ATM
T00011310,C000084,2024-01-02 08:40:43,2024-01-02 08:40:51,M91061,Lottery 407,KARAGANDA,KZ,7800,0003 - Recurring,1308142001: Credit Purchase Transaction(International),63626.49,64629.78,POS
T00011311,C000146,2024-01-02 08:40:47,2024-01-02 08:41:11,M72595,Hotel 567,ALMATY,KZ,7011,0110 - Swipe,1308232001: Transfer Transaction(Domestic),27728.28,27780.08,POS
T00011312,C000792,2024-01-02 08:40:52,2024-01-02 08:42:03,M70804,Prepaid Load 882,ATYRAU,KZ,6540,0004 - Installment,1308152001: Prepaid Purchase Transaction(Domestic),194801.12,196380.47,POS
T00011313,C001066,2024-01-02 08:41:17,2024-01-02 08:41:23,M19612,Gambling 264,LONDON,GB,7995,0730 - Contactless - VSDC chip,1308152001: Prepaid Purchase Transaction(Domestic),166921.28,168451.64,POS
T00011314,C000484,2024-01-02 08:41:19,2024-01-02 08:42:24,M89695,Online Shop 205,ALMATY,KZ,5966,0000 - Unknown,1308222001: Refund Transaction(International),63255.74,64399.83,POS
T00011315,C000052,2024-01-02 08:41:45,2024-01-02 08:42:37,M31314,Prepaid Load 217,BUSAN,KR,6540,0003 - Recurring,1308112001: Debit Purchase Transaction(Domestic),106945.91,109511.93,WWW
T00011316,C001106,2024-01-02 08:41:53,2024-01-02 08:43:34,M68389,Transport 71,TALDYKORGAN,KZ,4111,0005 - Preauthorized,1308262001: Bill Payment Transaction(International),445.43,436.44,POS
T00011317,C001703,2024-01-02 08:42:09,2024-01-02 08:42:52,M78632,ATM Withdrawal,ASTANA,KZ,6011,0005 - Preauthorized,1308242001: Transfer Transaction(International),30737.71,31358.49,POS
T00011318,C000924,2024-01-02 08:42:11,2024-01-02 08:43:35,M22574,Wallet Transfer 479,TARAZ,KZ,6537,0006 - Cash,1308192001: Balance Inquiry Transaction(Domestic),32323.3,32584.3,POS
T00011319,C000745,2024-01-02 08:42:14,2024-01-02 08:42:19,M15118,Gambling 297,KOSTANAY,KZ,7995,0120 - Keyin,1308122001: Debit Purchase Transaction(International),181759.05,179249.45,ATM
T00011320,C001320,2024-01-02 08:43:05,2024-01-02 08:44:36,M92336,Wallet Transfer 800,WARSAW,PL,6538,0002 - Mail/Phone order,1308122001: Debit Purchase Transaction(International),22800.8,23359.99,POS
T00011321,C001154,2024-01-02 08:43:20,2024-01-02 08:43:33,M10335,Cafe and restaraunts 551,TARAZ,KZ,5812,0001 - E-commerce,1308152001: Prepaid Purchase Transaction(Domestic),3012.38,3087.08,POS
T00011322,C001320,2024-01-02 08:43:21,2024-01-02 08:43:37,M98397,Gambling 924,SHYMKENT,KZ,7995,0730 - Contactless - VSDC chip,1308122001: Debit Purchase Transaction(International),81706.21,79889.06,POS
T00011323,C000389,2024-01-02 08:43:43,2024-01-02 08:44:31,M15937,Dating Service 320,ZURICH,CH,7273,0510 - Contactless - Magstripe,1308232001: Transfer Transaction(Domestic),15178.22,14978.25,POS
T00011324,C001291,2024-01-02 08:44:04,2024-01-02 08:45:28,M45833,Hotel 247,BRASILIA,BR,7011,0002 - Mail/Phone order,1308232001: Transfer Transaction(Domestic),13049.71,13090.96,POS
T00011325,C000180,2024-01-02 08:44:12,2024-01-02 08:45:43,M44712,Casino 926,SHYMKENT,KZ,7801,0003 - Recurring,1308232001: Transfer Transaction(Domestic),118405.59,118989.52,POS
T00011326,C000252,2024-01-02 08:44:12,2024-01-02 08:44:14,M94519,P2P Transfer 162,TALDYKORGAN,KZ,6012,0008 - Not used,1308282001: Other Transaction(International),237276.83,234215.43,POS
T00011327,C001012,2024-01-02 08:44:18,2024-01-02 08:44:50,M71294,Lottery 119,SEMEY,KZ,7800,1000 - Credential on file,1308262001: Bill Payment Transaction(International),35430.56,35230.08,POS
T00011328,C000760,2024-01-02 08:44:32,2024-01-02 08:45:03,M48500,Currency Exchange 649,SEMEY,KZ,6051,0120 - Keyin,1308132001: Credit Purchase Transaction(Domestic),359124.45,363420.67,POS
T00011329,C000356,2024-01-02 08:44:48,2024-01-02 08:46:33,M63620,Elecrtronics 621,PHUKET,TH,5065,0006 - Cash,1308242001: Transfer Transaction(International),54803.84,54589.87,ATM
T00011330,C000959,2024-01-02 08:44:51,2024-01-02 08:45:12,M22397,Jewelry 461,BARCELONA,ES,5944,0110 - Swipe,1308252001: Bill Payment Transaction(Domestic),1493.42,1507.84,ATM
T00011331,C000288,2024-01-02 08:45:47,2024-01-02 08:46:21,M17929,Racing 965,KARAGANDA,KZ,7802,0001 - E-commerce,1308132001: Credit Purchase Transaction(Domestic),83600.0,83903.72,POS
T00011332,C001229,2024-01-02 08:45:59,2024-01-02 08:47:03,M49102,Securities 81,TORONTO,CA,6211,0007 - Other,1308202001: Balance Inquiry Transaction(International),277167.05,272711.25,POS
T00011333,C000678,2024-01-02 08:46:01,2024-01-02 08:46:51,M46842,Casino 424,ATYRAU,KZ,7801,0007 - Other,1308212001: Refund Transaction(Domestic),59250.54,60085.38,ATM
T00011334,C001239,2024-01-02 08:46:07,2024-01-02 08:46:50,M59813,P2P Transfer 966,SEMEY,KZ,6012,0800 - Contactless - Magstripe,1308182001: Cash Withdrawal Transaction(International),148661.81,148455.84,POS
T00011335,C001341,2024-01-02 08:46:11,2024-01-02 08:47:41,M55713,Subscription 281,ALMATY,KZ,5968,0005 - Preauthorized,1308272001: Other Transaction(Domestic),32566.92,33105.99,POS
T00011336,C001369,2024-01-02 08:46:25,2024-01-02 08:47:08,M31076,Dating Service 108,ATYRAU,KZ,7273,0110 - Swipe,1308122001: Debit Purchase Transaction(International),23052.72,23342.74,POS
T00011337,C001045,2024-01-02 08:46:30,2024-01-02 08:48:13,M57225,Currency Exchange 293,KOSTANAY,KZ,6051,0008 - Not used,1308112001: Debit Purchase Transaction(Domestic),147992.92,149508.21,POS
T00011338,C000926,2024-01-02 08:46:43,2024-01-02 08:47:08,M30006,P2P Transfer 632,BERLIN,DE,6012,0710 - Contactless - VSDC chip,1308252001: Bill Payment Transaction(Domestic),369605.73,374436.38,POS
T00011339,C001398,2024-01-02 08:46:47,2024-01-02 08:48:06,M19225,Jewelry 789,ALMATY,KZ,5944,0110 - Swipe,1308202001: Balance Inquiry Transaction(International),92946.72,94226.95,ATM
T00011340,C001899,2024-01-02 08:46:56,2024-01-02 08:47:58,M99723,Lottery 250,ASTANA,KZ,7800,0720 - Contactless - VSDC magstripe,1308112001: Debit Purchase Transaction(Domestic),69929.68,70265.43,ATM
T00011341,C001906,2024-01-02 08:47:05,2024-01-02 08:47:41,M15092,Gambling 936,KOSTANAY,KZ,7995,0120 - Keyin,1308192001: Balance Inquiry Transaction(Domestic),72437.86,73146.37,POS
T00011342,C000194,2024-01-02 08:47:05,2024-01-02 08:47:32,M10455,Hotel 740,SEMEY,KZ,7011,0800 - Contactless - Magstripe,1308142001: Credit Purchase Transaction(International),4915.72,4922.53,POS
T00011343,C000162,2024-01-02 08:47:11,2024-01-02 08:48:44,M58229,Pharmacy 66,SHYMKENT,KZ,5912,0004 - Installment,1308142001: Credit Purchase Transaction(International),1625.68,1670.13,POS
T00011344,C000877,2024-01-02 08:47:18,2024-01-02 08:48:47,M11725,Subscription 870,ALMATY,KZ,5968,0730 - Contactless - VSDC chip,1308272001: Other Transaction(Domestic),16474.92,16162.41,POS
T00011345,C000993,2024-01-02 08:47:25,2024-01-02 08:48:46,M47420,Pharmacy 921,BARCELONA,ES,5912,0730 - Contactless - VSDC chip,1308242001: Transfer Transaction(International),2523.9,2534.38,POS
T00011346,C001180,2024-01-02 08:47:31,2024-01-02 08:48:31,M32271,Currency Exchange 345,BISHKEK,KG,6051,0000 - Unknown,1308212001: Refund Transaction(Domestic),129045.26,127123.08,POS
T00011347,C000939,2024-01-02 08:47:57,2024-01-02 08:48:56,M50581,Wallet Transfer 785,ZURICH,CH,6536,0002 - Mail/Phone order,1308192001: Balance Inquiry Transaction(Domestic),148589.42,148543.99,POS
T00011348,C001650,2024-01-02 08:48:22,2024-01-02 08:50:17,M66323,Prepaid Load 638,MUMBAI,IN,6540,0005 - Preauthorized,1308192001: Balance Inquiry Transaction(Domestic),50982.34,50620.71,POS
T00011349,C000575,2024-01-02 08:48:27,2024-01-02 08:49:44,M13650,Wallet Transfer 33,SHYMKENT,KZ,6536,0120 - Keyin,1308232001: Transfer Transaction(Domestic),36644.75,36059.97,POS
T00011350,C001477,2024-01-02 08:48:33,2024-01-02 08:49:08,M45021,Wallet Transfer 696,BARCELONA,ES,6538,0510 - Contactless - Magstripe,1308182001: Cash Withdrawal Transaction(International),82015.13,82177.48,POS
T00011351,C001245,2024-01-02 08:48:33,2024-01-02 08:48:53,M11015,Jewelry 565,SAMARKAND,UZ,5944,0004 - Installment,1308172001: Cash Withdrawal Transaction(Domestic),77017.61,76698.25,POS
T00011352,C001426,2024-01-02 08:48:39,2024-01-02 08:49:40,M31010,Jewelry 974,TALDYKORGAN,KZ,5944,0003 - Recurring,1308162001: Prepaid Purchase Transaction(International),61776.36,61975.88,WWW
T00011353,C001563,2024-01-02 08:48:56,2024-01-02 08:49:29,M43523,Wallet Transfer 10,GUANGZHOU,CN,6536,0110 - Swipe,1308162001: Prepaid Purchase Transaction(International),134347.9,133731.44,POS
T00011354,C000504,2024-01-02 08:49:00,2024-01-02 08:49:28,M74588,Hotel 139,SEMEY,KZ,7011,1000 - Credential on file,1308242001: Transfer Transaction(International),69344.69,70066.97,POS
T00011355,C001518,2024-01-02 08:49:11,2024-01-02 08:49:52,M61688,Wallet Transfer 124,KOSTANAY,KZ,6536,0005 - Preauthorized,1308142001: Credit Purchase Transaction(International),168827.68,168519.56,ATM
T00011356,C001506,2024-01-02 08:49:20,2024-01-02 08:49:25,M40688,Online store 278,KARAGANDA,KZ,5999,0710 - Contactless - VSDC chip,1308252001: Bill Payment Transaction(Domestic),18588.0,18544.62,POS
T00011357,C000076,2024-01-02 08:49:23,2024-01-02 08:51:17,M25130,Dating Service 732,TARAZ,KZ,7273,0002 - Mail/Phone order,1308222001: Refund Transaction(International),9852.93,9822.11,POS
T00011358,C000930,2024-01-02 08:49:43,2024-01-02 08:51:03,M46473,Dating Service 978,KARAGANDA,KZ,7273,0007 - Other,1308162001: Prepaid Purchase Transaction(International),24523.21,24485.2,POS
T00011359,C001727,2024-01-02 08:50:03,2024-01-02 08:51:02,M83311,Gambling 557,SEMEY,KZ,7995,0006 - Cash,1308202001: Balance Inquiry Transaction(International),27761.49,27566.77,POS
T00011360,C000457,2024-01-02 08:50:03,2024-01-02 08:50:20,M91837,Wallet Transfer 337,KARAGANDA,KZ,6538,0004 - Installment,1308232001: Transfer Transaction(Domestic),61026.33,62661.06,POS
T00011361,C001545,2024-01-02 08:50:09,2024-01-02 08:50:41,M77735,Lottery 622,AKTAU,KZ,7800,0008 - Not used,1308122001: Debit Purchase Transaction(International),85310.76,84713.0,POS
T00011362,C000043,2024-01-02 08:50:15,2024-01-02 08:50:53,M68944,Cafe and restaraunts 828,SAO PAULO,BR,5812,0007 - Other,1308272001: Other Transaction(Domestic),5300.3,5291.34,POS
T00011363,C000002,2024-01-02 08:50:19,2024-01-02 08:51:05,M52342,Elecrtronics 965,ASTANA,KZ,5065,0005 - Preauthorized,1308282001: Other Transaction(International),73192.19,71668.3,POS
T00011364,C000883,2024-01-02 08:50:23,2024-01-02 08:51:54,M63599,Wallet Transfer 654,MILAN,IT,6538,0120 - Keyin,1308142001: Credit Purchase Transaction(International),165520.27,161595.29,POS
T00011365,C001859,2024-01-02 08:50:30,2024-01-02 08:51:15,M92429,Online Shop 646,ZURICH,CH,5966,0003 - Recurring,1308212001: Refund Transaction(Domestic),108281.88,107660.64,POS
T00011366,C000834,2024-01-02 08:50:30,2024-01-02 08:51:13,M27975,Elecrtronics 838,GOTHENBURG,SE,5065,0710 - Contactless - VSDC chip,1308252001: Bill Payment Transaction(Domestic),73171.1,73272.8,ATM
T00011367,C000089,2024-01-02 08:50:36,2024-01-02 08:52:30,M95649,Lottery 806,BUKHARA,UZ,7800,0710 - Contactless - VSDC chip,1308252001: Bill Payment Transaction(Domestic),65906.42,66356.6,WWW
T00011368,C000258,2024-01-02 08:50:43,2024-01-02 08:52:11,M51279,Lottery 81,RIO DE JANEIRO,BR,7800,0120 - Keyin,1308282001: Other Transaction(International),83231.93,82898.65,ATM
T00011369,C000974,2024-01-02 08:51:03,2024-01-02 08:52:35,M39458,Hotel 166,GOTHENBURG,SE,7011,0120 - Keyin,1308112001: Debit Purchase Transaction(Domestic),18679.12,18394.37,ATM
T00011370,C001254,2024-01-02 08:51:12,2024-01-02 08:51:44,M30976,Wallet Transfer 71,SYDNEY,AU,6536,0510 - Contactless - Magstripe,1308212001: Refund Transaction(Domestic),207921.91,205364.38,WWW
T00011371,C000339,2024-01-02 08:51:41,2024-01-02 08:53:21,M54262,Pharmacy 884,PAVLODAR,KZ,5912,0730 - Contactless - VSDC chip,1308232001: Transfer Transaction(Domestic),919.91,918.22,POS
T00011372,C000375,2024-01-02 08:51:52,2024-01-02 08:51:55,M38974,Jewelry 28,KARAGANDA,KZ,5944,0008 - Not used,1308132001: Credit Purchase Transaction(Domestic),48869.02,49478.5,POS
T00011373,C001959,2024-01-02 08:51:59,2024-01-02 08:52:43,M20369,Wallet Transfer 4,TALDYKORGAN,KZ,6536,0000 - Unknown,1308242001: Transfer Transaction(International),76832.47,76533.2,POS
T00011374,C001803,2024-01-02 08:52:16,2024-01-02 08:53:25,M22421,Pharmacy 759,KARAGANDA,KZ,5912,0008 - Not used,1308162001: Prepaid Purchase Transaction(International),1092.62,1111.6,POS
T00011375,C001578,2024-01-02 08:52:32,2024-01-02 08:53:35,M70629,Online Shop 441,ALMATY,KZ,5966,0004 - Installment,1308192001: Balance Inquiry Transaction(Domestic),70555.79,71163.56,POS
T00011376,C000638,2024-01-02 08:52:33,2024-01-02 08:53:55,M72354,Currency Exchange 988,PHUKET,TH,6051,0008 - Not used,1308212001: Refund Transaction(Domestic),294078.55,294995.67,WWW
T00011377,C001751,2024-01-02 08:52:42,2024-01-02 08:53:11,M70730,Prepaid Load 517,ATYRAU,KZ,6540,0005 - Preauthorized,1308192001: Balance Inquiry Transaction(Domestic),21107.39,21292.74,POS
T00011378,C001048,2024-01-02 08:52:45,2024-01-02 08:54:34,M15636,Supermarket 482,KUALA LUMPUR,MY,5411,0720 - Contactless - VSDC magstripe,1308262001: Bill Payment Transaction(International),8005.2,8056.58,POS
T00011379,C000640,2024-01-02 08:52:50,2024-01-02 08:53:31,M46419,Digital Service 270,PAVLODAR,KZ,4816,0001 - E-commerce,1308162001: Prepaid Purchase Transaction(International),4308.88,4284.2,POS
T00011380,C000632,2024-01-02 08:52:58,2024-01-02 08:54:44,M32718,Casino 208,MANCHESTER,GB,7801,0008 - Not used,1308162001: Prepaid Purchase Transaction(International),84074.58,82147.61,ATM
T00011381,C000446,2024-01-02 08:53:14,2024-01-02 08:54:53,M74077,Securities 261,KYOTO,JP,6211,0008 - Not used,1308242001: Transfer Transaction(International),318597.49,316462.66,POS
T00011382,C000151,2024-01-02 08:53:14,2024-01-02 08:54:39,M45955,Online store 996,GENEVA,CH,5999,0001 - E-commerce,1308222001: Refund Transaction(International),6840.07,6737.36,POS
T00011383,C000325,2024-01-02 08:53:23,2024-01-02 08:54:26,M76827,Cafe and restaraunts 715,PAVLODAR,KZ,5812,0005 - Preauthorized,1308152001: Prepaid Purchase Transaction(Domestic),1049.56,1044.37,POS
T00011384,C001947,2024-01-02 08:53:31,2024-01-02 08:53:43,M61330,Cafe and restaraunts 66,MUMBAI,IN,5812,0002 - Mail/Phone order,1308282001: Other Transaction(International),992.01,1017.3,ATM
T00011385,C000643,2024-01-02 08:53:33,2024-01-02 08:54:12,M97139,Hotel 359,ASTANA,KZ,7011,0710 - Contactless - VSDC chip,1308212001: Refund Transaction(Domestic),33689.28,33136.69,POS
T00011386,C001373,2024-01-02 08:53:35,2024-01-02 08:54:39,M44696,Dating Service 426,TALDYKORGAN,KZ,7273,0710 - Contactless - VSDC chip,1308142001: Credit Purchase Transaction(International),41173.17,41980.52,ATM
T00011387,C001158,2024-01-02 08:54:25,2024-01-02 08:54:34,M88089,Wallet Transfer 546,BEIJING,CN,6536,0007 - Other,1308262001: Bill Payment Transaction(International),74003.14,72707.76,POS
T00011388,C001848,2024-01-02 08:54:31,2024-01-02 08:56:08,M46238,Hotel 668,KARAGANDA,KZ,7011,0720 - Contactless - VSDC magstripe,1308182001: Cash Withdrawal Transaction(International),47838.53,47642.48,POS
T00011389,C000060,2024-01-02 08:54:34,2024-01-02 08:55:55,M56502,ATM Withdrawal,ASTANA,KZ,6011,0800 - Contactless - Magstripe,1308262001: Bill Payment Transaction(International),10997.36,10921.77,POS
T00011390,C000365,2024-01-02 08:54:46,2024-01-02 08:56:00,M44312,Wallet Transfer 608,DELHI,IN,6536,0730 - Contactless - VSDC chip,1308192001: Balance Inquiry Transaction(Domestic),173124.65,169895.24,POS
T00011391,C000920,2024-01-02 08:54:47,2024-01-02 08:55:24,M45978,Racing 651,ALMATY,KZ,7802,0005 - Preauthorized,1308232001: Transfer Transaction(Domestic),172415.15,172228.67,POS
T00011392,C001195,2024-01-02 08:55:02,2024-01-02 08:56:44,M88184,Money Transfer 174,PAVLODAR,KZ,4829,0008 - Not used,1308132001: Credit Purchase Transaction(Domestic),143994.36,146257.54,POS
T00011393,C000483,2024-01-02 08:55:03,2024-01-02 08:55:16,M11178,Dating Service 245,SHANGHAI,CN,7273,0008 - Not used,1308112001: Debit Purchase Transaction(Domestic),29205.39,28977.0,POS
